Timestamp,Sample,S1_X,S1_Y,S1_Z,S2_X,S2_Y,S2_Z,S3_X,S3_Y,S3_Z,S4_X,S4_Y,S4_Z
2026-08-17T13:28:47.918000,0,0.3093078515088179,1.5334160311889655,-0.20586415079241543,0.28776279215231143,0.4255646973665071,-0.40651717555804884,0.15779226924312445,-0.18599903741287738,0.8489605185127092,0.7074010154106071,-0.28918350820932703,1.8251660637652936
2026-08-17T13:28:47.918000,1,-0.1928894515150066,1.554843152932396,-0.2989154383409581,-0.08528738337416278,-0.2400365263585711,-0.1378573184558908,0.10456088840000949,0.2588489780194456,1.1428210689636016,0.8442603555587229,-0.5049383473552329,2.073977404269849
2026-08-17T13:28:47.926000,2,-0.39483256766844443,1.5334160311889655,0.01642041057795303,0.05593865232001712,-0.10856093964744379,-0.8705652249573101,0.04866893872856451,0.1169340040436339,0.3381348598398889,0.991855908549562,-0.3391754142260705,1.5525351122633246
2026-08-17T13:28:47.935000,3,0.10736473535538008,1.8065967357947303,0.14824306793839395,-0.09328141789057257,-0.07021205534155006,0.18507590334279764,0.2642493154216515,-0.28424854178961056,0.1623658448814245,1.0186906777939289,-0.552299992592005,1.2428460641385983
2026-08-17T13:28:47.945000,4,0.04625198549301392,1.876232724657602,0.11980980496610154,-0.21318907449324626,-0.3167313538794556,0.052102371831675494,0.030039241422706454,0.23155549544472917,0.5578424424165097,0.6429952640791501,-0.3917975810227901,1.6372352729774258
2026-08-17T13:28:47.956000,5,-0.3177740120646793,1.469140417434098,0.33692670058201385,-0.11459693583874146,0.20643577842372038,-0.38752178929923375,0.18440653078772717,0.10874654534557363,0.1870835008395184,1.0723602162826629,-1.1969370744492984,1.9072202326122625
2026-08-17T13:28:47.974000,6,-0.7641709807370478,1.2923745713294978,0.1844278295423612,-0.223846833467321,-0.05377723936629816,-0.11886193219707568,0.07794662685536805,0.2588489780194456,0.044271360491842555,0.7422865035714159,-0.6759646272438804,2.2327909161329487
2026-08-17T13:28:47.977000,7,0.25616372491283623,1.4048619279415135,-0.26014406852906924,-0.223846833467321,-0.20990799113121117,0.06838496401057685,-0.007220153189009647,-0.3552045635916372,0.3793280042062083,0.38537514018452307,-0.45757952731800794,2.2142632888698377
2026-08-17T13:28:47.985000,8,0.4341924120584906,1.6485806996172758,-0.1567546741409207,0.042617168888258006,-0.13595131924256765,-0.12971602236644011,0.36538808169742804,0.05962179315720207,0.8681843790699454,0.8201081988094363,-0.9548711519050328,2.1057406750617873
2026-08-17T13:28:47.996000,9,-0.2194600882782258,1.469140417434098,0.00866891194626877,0.1358789974840374,-0.023648704138933274,0.1443694228955455,0.1418231407655577,-0.09593699173420449,0.5139009259011895,0.8147400923880358,-0.005016461988231922,2.076623396137
2026-08-17T13:28:48.006000,10,-0.07597636730122306,1.3459409378192255,0.2619705691661483,0.11456347953586848,-0.3797324621482322,0.13080253864626726,0.04866893872856451,0.28613953022239375,0.3710887855535137,0.5544373559983674,0.03708183648905033,2.2751409964900087
2026-08-17T13:28:48.018000,11,-0.22477535685867922,1.469140417434098,0.17150588982552725,-0.20519503997683647,-0.23181911837094513,-0.24911975577857468,0.19505166385484055,-0.07683389822931666,0.6292499870389245,0.5705387938312513,-0.7338501408000899,2.0342733157799593
2026-08-17T13:28:48.026000,12,0.22428067263870696,1.134358535152043,0.41963988129095064,-0.223846833467321,-0.11951650326731075,-0.12971602236644011,0.290866434720125,0.02141560614742644,0.7500898946803634,0.6939821900728036,-0.6654407589244479,1.7192894418243947
2026-08-17T13:28:48.036000,13,-0.17163408333224087,1.287019947696928,0.3524352485067694,-0.08528738337416278,0.26669873106025593,-0.3223914205836296,0.01673068177346969,-0.2187488722051284,0.044271360491842555,0.47124755433898546,-0.6522838046254967,1.7589935303143036
2026-08-17T13:28:48.046000,14,-0.18226176742360442,1.4611056062475263,0.08620887623936237,-0.14923679836202616,0.20369762279147938,-0.37395199120024614,-0.3611986907695505,-0.00587787642729002,0.24750345466022786,0.5383359181655227,0.03708183648905033,1.8886926053491515
2026-08-17T13:28:48.055000,15,-0.17429029108771527,1.372722683195226,0.30591238006319627,-0.4636650078160057,-0.10856093964744379,-0.3983758794685982,0.39466291207036075,0.21518350842036707,0.7171330200695748,0.5973735630756182,-0.2339282554330889,1.6266484634123042
2026-08-17T13:28:48.067000,16,-0.3523161251638263,1.4396784845040955,-0.0817985427250552,-0.10660290132233168,0.3790013461638903,-0.20298768717149498,-0.16425086913619247,0.176974391038833,0.8709298023217923,0.6725126458185583,-0.24445212375252626,2.2566133692268977
2026-08-17T13:28:48.076000,17,0.23756456448554486,1.4932448509938234,-0.6142512872598785,-0.2664835916503722,0.4146091337466351,0.06567216993066308,0.43990972867469236,0.6300098651692163,0.044271360491842555,0.47124755433898546,-0.3786434519233814,1.4228360372284767
2026-08-17T13:28:48.085000,18,0.054223461828941735,2.200299608199083,0.04743750642746411,0.03195940991416387,0.08591575533246007,-0.15685270471470592,0.1418231407655577,0.3489080933263601,0.45897476748131777,0.8147400923880358,-0.9232967217471831,1.9151610503102328
2026-08-17T13:28:48.096000,19,-0.14240438574404266,1.3138016930729284,-0.024934792111173314,0.10123913496073329,0.17082799084097058,-0.18399230091267985,0.221665925399482,0.138765273657289,0.24200965925938017,0.2699824628594126,-0.3391754142260705,1.9416323373678688
2026-08-17T13:28:48.106000,20,-0.07597636730122306,0.9843773101611605,-0.01976435102602363,-0.05064465970754076,-0.05377723936629816,-0.425512561816864,0.0034249798780650177,-0.17235229612552413,0.313417203881795,0.45783161043242193,-0.7338501408000899,2.1083866669289386
2026-08-17T13:28:48.119000,21,0.043595777737578195,1.600371832497835,0.14824306793839395,-0.05064465970754076,0.006482772179334489,-0.5123540247209064,0.3015115677871997,-0.4780135136908027,0.1733504867859661,0.6000590570018993,-0.43652896547959086,1.584298383055244
2026-08-17T13:28:48.124000,22,-0.11317468815580578,1.3539757490057973,0.36277613067707815,-0.14124276384563578,-0.3085139458918297,-0.06730136158045907,0.46918455904762507,0.02141560614742644,0.5990385356799929,0.790590817069989,-0.9548711519050328,1.6901750049961428
2026-08-17T13:28:48.136000,23,0.2694504698292175,1.6700078213607066,0.1895982706275109,-0.1945372810027617,-0.08938502694904299,-0.20027489309158122,0.09923689298951738,-0.08774953303614422,1.1208517851545186,0.41757801585025156,-0.5496697318120336,1.6689985437693644
2026-08-17T13:28:48.146000,24,-0.054718146048914,1.9030144700336025,0.07070032831460683,-0.17854921196994217,0.07222203608035206,-0.5123540247209064,0.10988488381046287,0.03779052354354698,0.19257434734321233,0.7691212728157437,-0.30497072328825425,1.6584117342042235
2026-08-17T13:28:48.156000,25,-0.34168844107246277,1.281662448326641,0.28523339105329104,-0.38106093819432046,0.06674278372496216,0.0846675561894782,0.27489730624259695,0.14968383883587497,0.36834336230166675,0.2458303061100869,-0.4444225730190521,2.021037672251151
2026-08-17T13:28:48.170000,26,-0.03877519337705836,1.8548056029141615,-0.14641656730130545,-0.3251055577228475,-0.075691307696935,-0.24369416761874838,0.30417213661552966,0.12784963885046144,0.4534809720804701,0.8737806187294102,-0.7049087966217588,2.0845642138349896
2026-08-17T13:28:48.177000,27,0.16316506970679748,1.6191216424249808,-0.11539947145179437,0.11722720399353347,0.5296528455734184,0.31262093284438286,0.3440949578094079,0.34617991721759284,-0.22212611074911912,0.8576791808965264,-0.6733343664639091,2.0369193076471106
2026-08-17T13:28:48.185000,28,-0.27791663038511755,1.6539381989875628,0.3472675827523132,0.0852510659279331,0.009220927811575514,-0.4635062481842024,0.08859175992244271,0.3598266585049461,0.104691314312552,0.6644619269021165,-0.36285623684445895,1.4969493883774563
2026-08-17T13:28:48.196000,29,-0.07597636730122306,1.3834348061980828,0.41705327308302903,-0.008010762667846264,-0.14416872723019358,0.014111599314046472,0.1338385765267743,0.20426494324178107,0.3216564225344896,0.5571199684934478,-0.31549459160768684,1.8886926053491515
2026-08-17T13:28:48.206000,30,-0.14240438574404266,1.2039945240149148,0.41446944020580095,0.22914082607981676,-0.32494876186708654,-0.05644435756138526,-0.18554113527038052,-0.2187488722051284,0.5441123772601212,0.5812721252427344,-0.39969118856225133,1.8886926053491515
2026-08-17T13:28:48.221000,31,-0.09191931997304004,1.056690610840317,0.3989608922810454,0.2717775842628486,-0.03186611212655922,-0.24640696169866091,0.04068437448978112,0.12784963885046144,0.41503325096599764,0.46856494184390507,-0.6180791136876758,1.8569293345572129
2026-08-17T13:28:48.226000,32,-0.22743156461411493,1.471817729250383,0.18184399666513312,-0.24782893701653097,-0.259209497966069,-0.6751770326602069,0.32014126509305774,-0.2187488722051284,0.686924517607797,0.3987910840910866,-0.7285896192401472,2.476307430806685
